"BIN"	"name"
"130240006626"	"Товарищество с ограниченной ответственностью ""АВЕСТА ЭДВАЙС"""
"130240007097"	"Товарищество с ограниченной ответственностью ""Суррей"""
"130240007149"	"Товарищество с ограниченной ответственностью ""ЦЕД НТ"""
"130240007179"	"Товарищество с ограниченной ответственностью ""ФЛФ Лайн"""
"130240008157"	"Товарищество с ограниченной ответственностью ""DI&DAR KZ"""
"130240010535"	"Товарищество с ограниченной ответственностью ""Viaggio"" (Виаджио)"
"130240010783"	"Товарищество с ограниченной ответственностью ""Kaixin Trade"""
"130240011008"	"Товарищество с ограниченной ответственностью ""М-Строй Класс"""
"130240011474"	"Товарищество с ограниченной ответственностью ""GAIVER"""
"130240011830"	"Товарищество с ограниченной ответственностью ""Альбегар"""
"130240013004"	"Товарищество с ограниченной ответственностью "" СК ""А.Д.А.kz"""""
"130240013361"	"Товарищество с ограниченной ответственностью ""Қоңыр Биік"""
"130240014032"	"Товарищество с ограниченной ответственностью ""Diamond Consult"""
"130240017295"	"Товарищество с ограниченной ответственностью ""Астана Транс Строй детали -793"""
"130240020314"	"Товарищество с ограниченной ответственностью ""Pro-Cleaning"" (Про-Клининг)"
"130240020880"	"Товарищество с ограниченной ответственностью ""Ортега"""
"130240021628"	"Товарищество с ограниченной ответственностью ""Энерго ПСстрой"""
"130240021729"	"Товарищество с ограниченной ответственностью ""ЖарықПерспектива"""
"130240022935"	"Общественный фонд ""Благотворительный фонд инвалидов Казахстана ""Олжа"""
"130240023547"	"Товарищество с ограниченной ответственностью ""Деловой Стандарт"""
"130240026284"	"Товарищество с ограниченной ответственностью ""Garmada - HC"""
"130240030064"	"Товарищество с ограниченной ответственностью ""Еңбек Құрылыс 2013"""
"130240030351"	"Товарищество с ограниченной ответственностью ""Шаңырақ Құрылыс НС"""
"130240030371"	"Товарищество с ограниченной ответственностью ""АстанаСтройТехСнаб 2013"""
"130240031373"	"Товарищество с ограниченной ответственностью ""SMT-COMPANY"""
"130240032813"	"Товарищество с ограниченной ответственностью ""Дастан Құрылыс Астана"""
"130240032823"	"Товарищество с ограниченной ответственностью ""VSA-Строй"" (""Ви Эс Эй-Строй"")"
"130240032833"	"Товарищество с ограниченной ответственностью ""Астана Строй Инновации"""
"130241029581"	"Филиал Товарищества с ограниченной ответственностью ""ARAS Company"""
"130340004089"	"Товарищество с ограниченной ответственностью ""ФАТНУР"""
"130340004940"	"Товарищество с ограниченной ответственностью ""СевДорСтрой"""
"130340006164"	"Товарищество с ограниченной ответственностью ""Жер Symbolics 2050"""
"130340006401"	"Товарищество с ограниченной ответственностью ""TAU ASAR NS"""
"130340006421"	"Товарищество с ограниченной ответственностью ""KAUSAR PLUS"""
"130340007447"	"Товарищество с ограниченной ответственностью ""Лесной двор"""
"130340011943"	"Товарищество с ограниченной ответственностью ""Импекс Петролеум КЗ"""
"130340015282"	"Товарищество с ограниченной ответственностью ""Astana Concrete Products (Астана Конкрит Продактс)"""
"130340016637"	"Товарищество с ограниченной ответственностью ""СтройМеталСервис-2013"""
"130340018049"	"Товарищество с ограниченной ответственностью """"Шат-М.С."""""
"130340019592"	"Товарищество с ограниченной ответственностью ""TK Kazinvest"""
"130340019760"	"Товарищество с ограниченной ответственностью ""Build Koncrit"""
"130340019939"	"Товарищество с ограниченной ответственностью ""Luzin Builder"""
"130340021168"	"Товарищество с ограниченной ответственностью ""ABIEK-LTD"""
"130340021178"	"Товарищество с ограниченной ответственностью ""ОптСнаб-М"""
"130340021188"	"Товарищество с ограниченной ответственностью ""KAZREDCOM"""
"130340021198"	"Товарищество с ограниченной ответственностью ""Кабаис"""
"130340021207"	"Товарищество с ограниченной ответственностью ""ПромПрофТорг"""
"130340021227"	"Товарищество с ограниченной ответственностью ""BAKYR & Co"""
"130340021237"	"Товарищество с ограниченной ответственностью ""ФАВ-Центр"""
"130340021247"	"Товарищество с ограниченной ответственностью ""IDMARCO"""
"130340021267"	"Товарищество с ограниченной ответственностью ""MUK Company"""
"130340021277"	"Товарищество с ограниченной ответственностью ""Кызылжар-СБ"""
"130340021861"	"Товарищество с ограниченной ответственностью ""Astana ES - 11"""
"130340022047"	"Товарищество с ограниченной ответственностью ""АРМАДА АСТАНА"""
"130340024445"	"Товарищество с ограниченной ответственностью ""АгроЗакуп"""
"130340024618"	"Товарищество с ограниченной ответственностью ""Астана Групп Инвест"""
"130340025765"	"Товарищество с ограниченной ответственностью ""KEVSER ASTANA""/КЕВСЕР АСТАНА"""
"130440000086"	"Товарищество с ограниченной ответственностью ""Astana New Project"""
"130440000892"	"Товарищество с ограниченной ответственностью ""Business Start"""
"130440000991"	"Товарищество с ограниченной ответственностью ""Eurasia Capital"""
"130440001018"	"Товарищество с ограниченной ответственностью ""Capital Lux"""
"130440005070"	"Учреждение ""NovoEd"""
"130440005219"	"Товарищество с ограниченной ответственностью ""АЮБ 2009"""
"130440005883"	"RSG Group товарищество с ограниченной ответственностью"
"130440008372"	"Товарищество с ограниченной ответственностью ""СоюзХимТранс Казахстан"""
"130440010245"	"Товарищество с ограниченной ответственностью ""АЛЬЯНС АЛТЫН 2013"""
"130440013517"	"Товарищество с ограниченной ответственностью ""KazModern-Group"""
"130440013903"	"Товарищество с ограниченной ответственностью ""АНСАР МАСТЕР"""
"130440014921"	"Товарищество с ограниченной ответственностью ""КазЭлитМеталл"""
"130440016402"	"Товарищество с ограниченной ответственностью ""Промышленное снабжение Казахстана"""
"130440017578"	"Товарищество с ограниченной ответственностью ""Жер Құм Transportation"""
"130440020193"	"Товарищество с ограниченной ответственностью ""Нефтемаш KZ"""
"130440020490"	"Товарищество с ограниченной ответственностью ""TP TRADE LTD"""
"130440021042"	"Товарищество с ограниченной ответственностью ""Астана Құбыр ЖТ"""
"130440021419"	"Товарищество с ограниченной ответственностью ""АвтоСнаб kz"""
"130440022060"	"Товарищество с ограниченной ответственностью ""БерекеТехСнаб"""
"130440022348"	"Товарищество с ограниченной ответственностью ""Success Europe Holding"""
"130440023099"	"Товарищество с ограниченной ответственностью ""Дорожные машины"""
"130440023198"	"Товарищество с ограниченной ответственностью ""Астана Құрылыс - 2050"""
"130440023722"	"Товарищество с ограниченной ответственностью ""Шынгыс Астана құрылысмонтаж БШЖ 1982"""
"130440023772"	"Товарищество с ограниченной ответственностью ""Шынгыс Құрылыс-монтаж БШЖ 2013"""
"130440025451"	"Товарищество с ограниченной ответственностью ""Алданал и Г"""
"130440025779"	"Товарищество с ограниченной ответственностью ""Astana Avanta Limited"""
"130440026192"	"Товарищество с ограниченной ответственностью ""Aci-Astana City Group"" (Аси-Астана Сити Груп)"
"130440027587"	"Товарищество с ограниченной ответственностью ""Жас Канат company"""
"130440028456"	"Товарищество с ограниченной ответственностью ""Казбек НС"""
"130440030329"	"Товарищество с ограниченной ответственностью ""Санжар Мұнай"""
"130440031268"	"Товарищество с ограниченной ответственностью ""JSN Group"""
"130440031842"	"Товарищество с ограниченной ответственностью ""ТАКА-СНАБ"""
"130440032454"	"Товарищество с ограниченной ответственностью ""Экотехника"""
"130540001408"	"Товарищество с ограниченной ответственностью ""Уютный Дом для Вас"""
"130540002585"	"Товарищество с ограниченной ответственностью ""HARTEK"""
"130540002832"	"Товарищество с ограниченной ответственностью ""ДИК-Сервис 2010"""
"130540002931"	"Товарищество с ограниченной ответственностью ""AsiaCargoLogistic"""
"130540004393"	"Товарищество с ограниченной ответственностью ""Центр подготовки и переподготовки специалистов"""
"130540005044"	"Товарищество с ограниченной ответственностью ""СМ-Технолоджи 2030"""
"130540005549"	"Товарищество с ограниченной ответственностью ""РСУ-2015"""
"130540006677"	"Товарищество с ограниченной ответственностью ""Каз Альп Құрылыс"""
"130540008504"	"Товарищество с ограниченной ответственностью ""Success Invest Group"""
"130540011465"	"Товарищество с ограниченной ответственностью ""KazAffix"""
"130540011683"	"Товарищество с ограниченной ответственностью ""Нурай Опт Сервис"""
"130540011772"	"Товарищество с ограниченной ответственностью ""Сybersystems"""
"130540011861"	"Товарищество с ограниченной ответственностью ""АстанаЭлитИнвест"""
"130540015735"	"Товарищество с ограниченной ответственностью ""Парнас Логистик"""
"130540015894"	"Товарищество с ограниченной ответственностью ""Astana-NS group"""
"130540016545"	"Товарищество с ограниченной ответственностью ""Стройсервис-НИК"""
"130540017325"	"Товарищество с ограниченной ответственностью ""Adai Group.Ltd"""
"130540017434"	"Товарищество с ограниченной ответственностью ""Гарант Строй Монтаж"""
"130540017464"	"Товарищество с ограниченной ответственностью ""Строй Люкс Лтд"""
"130540019351"	"Товарищество с ограниченной ответственностью ""Resurce.kz"""
"130540019718"	"Товарищество с ограниченной ответственностью ""МАГНАТ-СКС"""
"130540019768"	"Товарищество с ограниченной ответственностью ""Vegal 2013"""
"130540019827"	"Товарищество с ограниченной ответственностью ""АромаТек"""
"130540021581"	"Товарищество с ограниченной ответственностью ""Verbena Astana"""
"130540022094"	"Товарищество с ограниченной ответственностью ""АиМ и компания"""
"130540022282"	"Товарищество с ограниченной ответственностью ""Invest-Global Sistem"""
"130540022301"	"Товарищество с ограниченной ответственностью ""Центр Сухофруктов и Орехов"""
"130540023002"	"Товарищество с ограниченной ответственностью ""Блок-Строй-Сервис"""
"130540023042"	"Товарищество с ограниченной ответственностью ""Компания СЕВЕР-ЮГ KZ"""
"130540023706"	"Товарищество с ограниченной ответственностью ""AstanaGrainUnit"""
"130540023924"	"Товарищество с ограниченной ответственностью ""Акжол-999"""
"130640001645"	"Товарищество с ограниченной ответственностью ""Инструмент Хоз Торг"""
"130640002251"	"Товарищество с ограниченной ответственностью ""Riza NS"""
"130640002519"	"Товарищество с ограниченной ответственностью ""Мунайтпас-Астана"""
"130640005870"	"Товарищество с ограниченной ответственностью ""АстанаСтройСервисРесурс-2030"""
"130640006264"	"Товарищество с ограниченной ответственностью ""Эко Лифт"""
"130640009368"	"Товарищество с ограниченной ответственностью ""ADE Group Ltd"""
"130640011746"	"Товарищество с ограниченной ответственностью ""KazStroySnab"""
"130640017215"	"Товарищество с ограниченной ответственностью ""Дада Строй Групп"""
"130640018496"	"Товарищество с ограниченной ответственностью ""Профконтрактор"""
"130640019474"	"Товарищество с ограниченной ответственностью ""Formica Astana"""
"130640020478"	"Товарищество с ограниченной ответственностью ""СОЮЗ-6310"""
"130640022276"	"Товарищество с ограниченной ответственностью "" Барыс 2050"""
"130640023670"	"Товарищество с ограниченной ответственностью ""ЭКСПЕРТ-СК"""
"130640023707"	"Товарищество с ограниченной ответственностью ""SK Construction"""
"130640023908"	"Товарищество с ограниченной ответственностью ""Жан KZ 2013"""
"130641018709"	"Филиал №1 Общества с ограниченной ответственностью ""Дорожно-строительное предприятие"" в Республике Казахстан"
"130740001722"	"Товарищество с ограниченной ответственностью ""EvroAziyaTransStroy"""
"130740002156"	"Товарищество с ограниченной ответственностью ""Spring Group"""
"130740002891"	"Товарищество с ограниченной ответственностью ""AMGroup"""
"130740006802"	"Товарищество с ограниченной ответственностью ""FORWARD Group"""
"130740008620"	"Товарищество с ограниченной ответственностью ""Транспортно-экспедиционная компания ""Астана"""""
"130740013280"	"Товарищество с ограниченной ответственностью ""Иртыш-Бетон"""
"130740013548"	"Товарищество с ограниченной ответственностью ""Аулар-НТ"""
"130740014497"	"Товарищество с ограниченной ответственностью ""Союз инвест строй"""
"130740015089"	"Товарищество с ограниченной ответственностью ""VALDERA"""
"130740015841"	"Товарищество с ограниченной ответственностью ""KRSI"""
"130740016413"	"Товарищество с ограниченной ответственностью ""АстанаВторКом"""
"130740019140"	"Товарищество с ограниченной ответственностью ""Комплексснаб"""
"130740019180"	"Товарищество с ограниченной ответственностью ""Atameken Construction Group"""
"130740019705"	"Товарищество с ограниченной ответственностью ""АЛАШ ҚҰРЫЛЫС СЕРВИС"""
"130740020075"	"Товарищество с ограниченной ответственностью ""Куат-17 МК"""
"130740020174"	"Товарищество с ограниченной ответственностью ""Каратал Продукт Опт"""
"130740022061"	"Товарищество с ограниченной ответственностью ""Sun Ray Company NW"""
"130740022705"	"Товарищество с ограниченной ответственностью ""City Build-Technologies"""
"130740022725"	"Товарищество с ограниченной ответственностью ""White-Life-Line""(Уайт-Лайф-Лайн)"
"130740022745"	"Товарищество с ограниченной ответственностью ""Capital AST"""
"130740022785"	"Товарищество с ограниченной ответственностью ""Охранное агентство Сокол СБ"""
"130740022913"	"Товарищество с ограниченной ответственностью ""AsiaMarketGroup 2013"""
"130840001022"	"Товарищество с ограниченной ответственностью ""Liberty ltd"""
"130840001331"	"Товарищество с ограниченной ответственностью ""МСК stroy EXPO"""
"130840001409"	"Товарищество с ограниченной ответственностью ""Ниет Құрылыс KZ"""
"130840002177"	"Товарищество с ограниченной ответственностью ""Астана Ламинат"""
"130840002695"	"Товарищество с ограниченной ответственностью ""Комфорт СК"""
"130840002714"	"Товарищество с ограниченной ответственностью ""Success Group KZ"""
"130840002863"	"Товарищество с ограниченной ответственностью ""Tekno kanal (Текно канал)"""
"130840003356"	"Товарищество с ограниченной ответственностью ""KazMunaiGarant"""
"130840003643"	"Товарищество с ограниченной ответственностью ""Роск СК-7"""
"130840004562"	"Товарищество с ограниченной ответственностью ""ТРИТОН KZ"""
"130840006093"	"Товарищество с ограниченной ответственностью ""НовоТех-kz"" (""НовоТекс-кз"")"
"130840007983"	"Товарищество с ограниченной ответственностью ""AgroTrade Export"" (АгроТрейд Экспорт)"
"130840008753"	"Товарищество с ограниченной ответственностью ""Astana Trading.kz"""
"130840008901"	"Товарищество с ограниченной ответственностью ""АлАс KZ"""
"130840010241"	"Товарищество с ограниченной ответственностью ""НАБИР компани"""
"130840010735"	"Товарищество с ограниченной ответственностью ""KAZEM"" / ""КАЗЭМ"""
"130840011515"	"Товарищество с ограниченной ответственностью ""AST Premium"""
"130840011585"	"Товарищество с ограниченной ответственностью ""Astana Life"""
"130840011684"	"Товарищество с ограниченной ответственностью ""Тамерлан - 2015"""
"130840011743"	"Товарищество с ограниченной ответственностью ""Тулпар Астана - 2030"""
"130840015786"	"Товарищество с ограниченной ответственностью ""СибМетТорг"""
"130840017079"	"Товарищество с ограниченной ответственностью ""ЭКОНОМ СТРОЙ ГРУПП"""
"130840017158"	"Товарищество с ограниченной ответственностью ""ПРИМА СТРОЙ ГРУПП"""
"130840017861"	"Товарищество с ограниченной ответственностью ""СТРОЙ КОМПЛЕКС ГРУПП"""
"130840017871"	"Товарищество с ограниченной ответственностью ""МЕГА КЛАСС ГРУПП"""
"130840022243"	"Товарищество с ограниченной ответственностью ""Baipana"""
"130840022590"	"Товарищество с ограниченной ответственностью ""Ayvod Astana Plu$"""
"130840022693"	"Товарищество с ограниченной ответственностью ""МонтажГрант"""
"130940000642"	"Товарищество с ограниченной ответственностью ""ТПК-Сенім"""
"130940001313"	"Товарищество с ограниченной ответственностью ""ГринУош"""
"130940001541"	"Товарищество с ограниченной ответственностью ""Saffron"""
"130940001571"	"Товарищество с ограниченной ответственностью ""FLC-Astana"""
"130940008300"	"Товарищество с ограниченной ответственностью ""Tomiko Group"""
"130940008402"	"Товарищество с ограниченной ответственностью ""Центр Недвижимости KZ"""
"130940009468"	"Товарищество с ограниченной ответственностью ""ВертикальСтройМонтаж"""
"130940009903"	"Товарищество с ограниченной ответственностью ""Сити Гранд Строй"""
"130940011271"	"Товарищество с ограниченной ответственностью ""Трансмаш-Казахстан"""
"130940011896"	"Товарищество с ограниченной ответственностью ""ДЕТАЛ СТРОЙ"""
"130940011995"	"Товарищество с ограниченной ответственностью ""СтройГарантМонтаж"""
"130940013446"	"Товарищество с ограниченной ответственностью ""Транспортная Компания ""АвтоИнертУслуга"""
"130940016034"	"Товарищество с ограниченной ответственностью ""AS Capital Group"""
"130940017220"	"Товарищество с ограниченной ответственностью ""Astana Invest KZ"""
"130940018843"	"Товарищество с ограниченной ответственностью ""Группа компаний ""Технопром"""
"130940019544"	"Товарищество с ограниченной ответственностью """"КазСтройИнвест-СК7"""""
"130940021229"	"Товарищество с ограниченной ответственностью ""СпецХромАгро"""
"130940021704"	"Товарищество с ограниченной ответственностью ""AKS Engineering"""
"130940022059"	"Товарищество с ограниченной ответственностью ""Stakura"""
"130940023166"	"Товарищество с ограниченной ответственностью ""Evroaziya Group """
"130940023865"	"Товарищество с ограниченной ответственностью ""Айдос & Group"""
"130940025539"	"Товарищество с ограниченной ответственностью ""АРГ-Комплекс"""
"130940025549"	"Товарищество с ограниченной ответственностью ""АстанаТехВест"""
"130940025569"	"Товарищество с ограниченной ответственностью ""Vlapleda"""
"130940025589"	"Товарищество с ограниченной ответственностью ""ВИТ-Индустрия"""
"130940025668"	"Товарищество с ограниченной ответственностью ""АЗИЯ Строй Маркет"""
"130940025737"	"Товарищество с ограниченной ответственностью ""Альянс грэнд"""
"130940025777"	"Товарищество с ограниченной ответственностью ""АВРА-Интернешнл"""
"130940025816"	"Товарищество с ограниченной ответственностью ""BTC-WEST-V"""
"130940025826"	"Товарищество с ограниченной ответственностью ""SAMUEL-1"""
"130940025836"	"Товарищество с ограниченной ответственностью ""TID-COMPANY-13"""
"130940025846"	"Товарищество с ограниченной ответственностью ""ЦеСИС НИКИР"""
"130940025945"	"Товарищество с ограниченной ответственностью ""МетКом82"""
"130940026498"	"Товарищество с ограниченной ответственностью ""ДжакаКомпани"""
"130940026646"	"Товарищество с ограниченной ответственностью ""Asia-Team"""
"130940026666"	"Товарищество с ограниченной ответственностью ""Diod Group"""
"130940027081"	"Товарищество с ограниченной ответственностью ""Пром Строй АС"""
"131040000296"	"Товарищество с ограниченной ответственностью ""Black Gold Development"""
"131040002004"	"Товарищество с ограниченной ответственностью ""КОМПАНИЯ ТАЛЛ-СЕРВИС"""
"131040002064"	"Товарищество с ограниченной ответственностью ""ВЕК21"""
"131040002242"	"Товарищество с ограниченной ответственностью ""SONAR-5"""
"131040002272"	"Товарищество с ограниченной ответственностью ""STAR MED 03"""
"131040002292"	"Товарищество с ограниченной ответственностью ""АЦТЕК-1"""
"131040002619"	"Товарищество с ограниченной ответственностью ""СМ-ЛАЙТ"""
"131040003042"	"Товарищество с ограниченной ответственностью """"VESTER VS"""""
"131040003875"	"Товарищество с ограниченной ответственностью ""Astana project LTD"""
"131040004105"	"Товарищество с ограниченной ответственностью ""ОМГ -СТРОЙ"""
"131040004130"	"Товарищество с ограниченной ответственностью ""АСТО-АСТАНА"""
"131040004178"	"Товарищество с ограниченной ответственностью ""РЕЛС+25"""
"131040004191"	"Товарищество с ограниченной ответственностью ""MERIDIAN KZ- 2013"""
"131040005871"	"Товарищество с ограниченной ответственностью """"KazCompany Astyk"""""
"131040010015"	"Товарищество с ограниченной ответственностью ""МАКСИМУС ИНВЕСТ ГРУПП"""
"131040011221"	"Товарищество с ограниченной ответственностью ""Асыл Ару """
"131040013911"	"Товарищество с ограниченной ответственностью ""ADM Technology"""
"131040014731"	"Товарищество с ограниченной ответственностью ""ПРОГРЕССТРОЙ ГРУПП"""
"131040014781"	"Товарищество с ограниченной ответственностью ""СТРОЙ ЦЕНТР ГРУПП"""
"131040014880"	"Товарищество с ограниченной ответственностью ""АТРИУМ СТРОЙ ГРУПП"""
"131040015839"	"Товарищество с ограниченной ответственностью ""АРС групп НС"""
"131040018477"	"Товарищество с ограниченной ответственностью ""Akmola Construction"" (Акмола Констракшн)"
"131040019059"	"Товарищество с ограниченной ответственностью ""RIX TRADE"""
"131040019663"	"Товарищество с ограниченной ответственностью ""АльБаракат Компани"""
"131040021724"	"Товарищество с ограниченной ответственностью ""TEK Group-2013"""
"131040023872"	"Товарищество с ограниченной ответственностью ""АКЕВ Construction"""
"131040024657"	"Товарищество с ограниченной ответственностью ""GlobalSnabService"""
"131040028127"	"Товарищество с ограниченной ответственностью ""AKтранс.kz"""
"131140001248"	"Товарищество с ограниченной ответственностью ""Gladness"""
"131140001426"	"Товарищество с ограниченной ответственностью ""ЖОЛБАРЫС ЛТД"""
"131140001476"	"Товарищество с ограниченной ответственностью ""Favorit 2030"" (Фаворит 2030)"
"131140005121"	"Товарищество с ограниченной ответственностью ""АРМАДА ТРЕЙДИНГ"""
"131140005904"	"Товарищество с ограниченной ответственностью ""ИНВЕСТ БИЗНЕСС"""
"131140006536"	"Товарищество с ограниченной ответственностью ""СТРОЙ БИЗНЕСС"""
"131140006546"	"Товарищество с ограниченной ответственностью ""АЛЬФА ТРЕЙД ЛТД"""
"131140006843"	"Товарищество с ограниченной ответственностью ""Базис Компани"""
"131140006912"	"Товарищество с ограниченной ответственностью ""AstanaCompany"""
"131140008097"	"Товарищество с ограниченной ответственностью ""АРЫСТАН БИЗНЕС """
"131140008196"	"Товарищество с ограниченной ответственностью ""ЭЛЕКТРОМОНТАЖ СС"""
"131140008245"	"Товарищество с ограниченной ответственностью ""МонтажСервис НС"""
"131140010960"	"Товарищество с ограниченной ответственностью ""Үй-Жәннәт"""
"131140011027"	"Товарищество с ограниченной ответственностью ""ADITE-Терминал"""
"131140012302"	"Товарищество с ограниченной ответственностью ""Металл Трейд Астана"""
"131140012352"	"Товарищество с ограниченной ответственностью ""Эльдорадо Регион XXI"""
"131140012977"	"Товарищество с ограниченной ответственностью ""Трофимов А.С."""
"131140016553"	"Товарищество с ограниченной ответственностью ""ZEVS ENERGI"""
"131140019171"	"Товарищество с ограниченной ответственностью ""Alatau Trade Company"""
"131140019439"	"Товарищество с ограниченной ответственностью ""КазГидроМонтаж"""
"131140022161"	"Товарищество с ограниченной ответственностью ""LARRI"""
"131140022974"	"Товарищество с ограниченной ответственностью ""Химическая Промышленная Компания"""
"131140024663"	"Товарищество с ограниченной ответственностью ""ЭкспоСтандарт Лифт"""
"131140025552"	"Товарищество с ограниченной ответственностью ""Глобакс"""
"131140025562"	"Товарищество с ограниченной ответственностью ""Леврон"""
"131140026808"	"Товарищество с ограниченной ответственностью ""EXPO Evolution group"""
"131140026878"	"Товарищество с ограниченной ответственностью ""Бола и К"""
"131140026907"	"Товарищество с ограниченной ответственностью ""Stone Industry"""
"131140027043"	"Товарищество с ограниченной ответственностью ""АстанаБизнес-KZ"""
"131140027300"	"Товарищество с ограниченной ответственностью ""СПК ""Строй Бизнес"""""
"131140027340"	"Товарищество с ограниченной ответственностью ""Мега Строй Проект-2020"""
"131140027462"	"Товарищество с ограниченной ответственностью ""KBM K"""
"131140027727"	"Товарищество с ограниченной ответственностью ""Алатау Групп"""
"131140027836"	"Товарищество с ограниченной ответственностью ""Авион Астана"""
"131240002686"	"Товарищество с ограниченной ответственностью ""МаксиТрейд+"""
"131240005680"	"Товарищество с ограниченной ответственностью ""Нұр Строй Групп"""
"131240006480"	"Товарищество с ограниченной ответственностью ""Алматы-ДорСтрой"""
"131240007082"	"Товарищество с ограниченной ответственностью ""АстанаГрадСтрой"""
"131240008020"	"Товарищество с ограниченной ответственностью ""Capital Ads"""
"131240008308"	"Товарищество с ограниченной ответственностью ""Arman Construction"""
"131240008556"	"Товарищество с ограниченной ответственностью ""Бамстройэнерджи 2050"""
"131240010111"	"Товарищество с ограниченной ответственностью ""СК-Тлек 2014"""
"131240011368"	"Товарищество с ограниченной ответственностью ""НГСК КазСтройСервис К"""
"131240013898"	"Товарищество с ограниченной ответственностью ""Aquapool Group Kazakhstan"""
"131240014144"	"Товарищество с ограниченной ответственностью ""Aimek Energogroup"" (Аймек Энергогруп)"""
"131240014174"	"Товарищество с ограниченной ответственностью ""Поставщик-1"""
"131240015707"	"Товарищество с ограниченной ответственностью ""Жилстрой-2030"""
"131240016389"	"Товарищество с ограниченной ответственностью ""CapitalCompany"""
"131240018226"	"Товарищество с ограниченной ответственностью ""Vector AЗИЯ"""
"131240018503"	"Товарищество с ограниченной ответственностью ""Satis Group 2013"""
"131240018523"	"Товарищество с ограниченной ответственностью ""Mireno Limited"""
"131240018672"	"Товарищество с ограниченной ответственностью ""СтройСервис-Эволюшн 2050"""
"131240019096"	"Товарищество с ограниченной ответственностью ""Арт-Партнёр ХХI"""
"131240019145"	"Товарищество с ограниченной ответственностью ""Ахмад групп"""
"131240019849"	"Товарищество с ограниченной ответственностью ""МАКСИМУС ГРУПП"""
"131240019899"	"Товарищество с ограниченной ответственностью ""ТОО СИТИ СТРОЙ"""
"131240020189"	"Товарищество с ограниченной ответственностью ""ТОО КАЗБИЛД СТРОЙ"""
"131240022938"	"Товарищество с ограниченной ответственностью ""Александрия Астана"""
"131240023857"	"Товарищество с ограниченной ответственностью ""Ақжол-НТ 2050"""
"140140000289"	"Товарищество с ограниченной ответственностью ""Capital systems kz"""
"140140001069"	"Товарищество с ограниченной ответственностью ""КазАз - А"""
"140140003085"	"Товарищество с ограниченной ответственностью ""Kaz Stroy Construction"""
"140140004846"	"Товарищество с ограниченной ответственностью ""Кармей"""
"140140005557"	"Товарищество с ограниченной ответственностью ""Компания AVAGRO"""
"140140005567"	"Товарищество с ограниченной ответственностью ""PegasMotors"""
"140140011660"	"Товарищество с ограниченной ответственностью ""Форум 2050"""
"140140014932"	"Товарищество с ограниченной ответственностью ""ГРАНД СС"""
"140140015435"	"Товарищество с ограниченной ответственностью ""NaviCon Group"""
"140140016394"	"Товарищество с ограниченной ответственностью ""Абилькаримов"""
"140140018281"	"Товарищество с ограниченной ответственностью ""Арбатстрой"""
"140140018519"	"Товарищество с ограниченной ответственностью ""Нурзари"""
"140140020401"	"Товарищество с ограниченной ответственностью ""RB Oil Trade"""
"140140021043"	"Товарищество с ограниченной ответственностью ""Астана асылы"""
"140140023109"	"Товарищество с ограниченной ответственностью ""МИР EXPO"""
"140140023139"	"Товарищество с ограниченной ответственностью ""Mezzo EXPO"""
"140140023961"	"Товарищество с ограниченной ответственностью ""Астанатрансмехпоставка"""
"140140026956"	"Товарищество с ограниченной ответственностью ""АзаматСтройМонтаж"""
"140140028239"	"Товарищество с ограниченной ответственностью ""KM Technology"""
"140140028279"	"Товарищество с ограниченной ответственностью ""Grand Technology"""
"140140028388"	"Товарищество с ограниченной ответственностью ""Күмбез"" құрылыс компаниясы"""
"140140030766"	"Товарищество с ограниченной ответственностью ""Торговый Дом DS Construction"""
"140240000996"	"Товарищество с ограниченной ответственностью ""JSN BETON"""
"140240003841"	"Товарищество с ограниченной ответственностью ""Виктория-2050"""
"140240006162"	"Товарищество с ограниченной ответственностью ""SM-AQUA company"""
"140240008614"	"Товарищество с ограниченной ответственностью ""Базис Строй KZ"""
"140240011654"	"Товарищество с ограниченной ответственностью ""КазСтройЭнерджи"""
"140240011842"	"Товарищество с ограниченной ответственностью ""Вольяж"""
"140240011872"	"Товарищество с ограниченной ответственностью ""CВЖ 2014"""
"140240014202"	"Товарищество с ограниченной ответственностью ""АзияСтройКомплекс"""
"140240015776"	"Товарищество с ограниченной ответственностью ""SPAS Prime"""
"140240016685"	"Товарищество с ограниченной ответственностью ""БЕКСУЛТАН СТРОЙ"""
"140240016784"	"Товарищество с ограниченной ответственностью ""АстанаХимПласт"""
